id,geometry
17031670400,POINT (-87.6717697753113 41.790299679515805)
17031661100,POINT (-87.70266357544868 41.76078630819851)
17031670100,POINT (-87.6572083533702 41.79049374081439)
17031670600,POINT (-87.67157719892116 41.78300550752087)
17031670700,POINT (-87.66673146104185 41.78306861925133)
17031670800,POINT (-87.6618790128929 41.783144230813825)
17031670900,POINT (-87.65702200541972 41.7832124150465)
17031802701,POINT (-87.91664802036988 42.08439090996036)
17031802702,POINT (-87.90761536293479 42.07425294591295)
17031260900,POINT (-87.7228141479209 41.87102973410652)
17031261000,POINT (-87.7320093505206 41.871337817510565)
17031281900,POINT (-87.64262035251403 41.879247737775934)
17031310200,POINT (-87.64420906842325 41.856310064549696)
17031310300,POINT (-87.64897823817081 41.8561439577304)
17031310400,POINT (-87.65226127658549 41.85650694042654)
17031310500,POINT (-87.65473996264575 41.85524805506702)
17031491200,POINT (-87.63743828208587 41.6887764854826)
17031491300,POINT (-87.62780358662054 41.688896901011866)
17031491400,POINT (-87.61682146081172 41.68912321392933)
17031500100,POINT (-87.59502867046551 41.71468407163208)
17031500200,POINT (-87.60030833667858 41.700855347968826)
17031500300,POINT (-87.6053697083891 41.689315055053186)
17031560200,POINT (-87.74782724532741 41.81133097811853)
17031560300,POINT (-87.74798704341136 41.80390754364607)
17031560700,POINT (-87.75752018519911 41.796462648006845)
17031560800,POINT (-87.77216591899338 41.79620554303343)
17031560900,POINT (-87.79165139091667 41.79577008272389)
17031561000,POINT (-87.7915032586577 41.78850207783339)
17031801702,POINT (-87.82690462440522 42.12446462672003)
17031010300,POINT (-87.6665393675211 42.015943161506094)
17031010400,POINT (-87.65716651278979 42.005440053813004)
17031010600,POINT (-87.66768304345423 42.006277592259714)
17031020100,POINT (-87.68711692295373 42.01572106590844)
17031280800,POINT (-87.68890087411108 41.878596769032995)
17031420300,POINT (-87.59869701520593 41.783224093822156)
17031806600,POINT (-87.87263445182323 42.00308789779148)
17031806502,POINT (-87.87827764335154 42.01651645406299)
17031805902,POINT (-87.84720740750329 42.03291094463045)
17031100200,POINT (-87.79425900089683 41.995773457718556)
17031804805,POINT (-88.12908381309087 42.02007028828996)
17031020200,POINT (-87.69951911777528 42.0156902536203)
17031804202,POINT (-88.13062304071397 42.1078776042125)
17031804701,POINT (-88.153486292749 42.054555893466066)
17031803605,POINT (-88.02487682785278 42.1291607428608)
17031130200,POINT (-87.73606600887014 41.980849871574286)
17031804306,POINT (-88.17400840323091 42.021982186285626)
17031020400,POINT (-87.68591186055107 42.00848802720408)
17031080202,POINT (-87.63090096054172 41.90585893524393)
17031240200,POINT (-87.67018161625874 41.9124416730476)
17031824105,POINT (-87.83749222446386 41.637823178603895)
17031611800,POINT (-87.6671137779296 41.79764778873271)
17031060200,POINT (-87.6715174679772 41.957903695846)
17031221200,POINT (-87.70464989338866 41.921083133799215)
17031826500,POINT (-87.61544353144373 41.630113611245676)
17031825302,POINT (-87.75740527027611 41.58116637004656)
17031824107,POINT (-87.81331100758315 41.60841787392209)
17031830202,POINT (-87.6918873869075 41.49205567376383)
17031061200,POINT (-87.66164269452238 41.949059917612864)
17031808200,POINT (-87.79732288166912 42.02642033836582)
17031030200,POINT (-87.6652300203484 41.99444147456254)
17031030300,POINT (-87.6725347948691 41.994387546773)
17031030400,POINT (-87.67207882161065 41.98695159499562)
17031030900,POINT (-87.67144544661227 41.97979515371347)
17031031000,POINT (-87.67110936198573 41.972437058242946)
17031823603,POINT (-87.71115884490071 41.65006907226955)
17031980000,POINT (-87.90384042295095 41.98028212960958)
17031822400,POINT (-87.78847127006054 41.722941919829694)
17031815702,POINT (-87.81922306103013 41.82788127136267)
17031600600,POINT (-87.6555817583142 41.84238527193596)
17031817900,POINT (-87.8450002462208 41.85877629440312)
17031811900,POINT (-87.81892773561479 41.90084589610875)
17031420600,POINT (-87.6132776944952 41.78301351215574)
17031110100,POINT (-87.76967355462155 41.9874756936133)
17031031400,POINT (-87.6405208673502 41.9625703318427)
17031700402,POINT (-87.71182339183002 41.7382301203407)
17031830100,POINT (-87.68776769525388 41.50237149945783)
17031830201,POINT (-87.7086236509773 41.48343286673129)
17031830300,POINT (-87.68106454547335 41.483856750050094)
17031830400,POINT (-87.69183573927343 41.474919706475596)
17031812700,POINT (-87.78947544819594 41.88339343522445)
17031030800,POINT (-87.66418803779435 41.97991232853296)
17031031100,POINT (-87.66386619988262 41.97266845509865)
17031811702,POINT (-87.90460084630865 41.92644652216918)
17031812100,POINT (-87.77985471514862 41.902504843413254)
17031821800,POINT (-87.70042304174824 41.719498524934195)
17031821900,POINT (-87.69698090658115 41.712239374269316)
17031822000,POINT (-87.73113375649937 41.73124836785936)
17031822101,POINT (-87.74561758929183 41.72415777799278)
17031828601,POINT (-87.6608613898178 41.54895886834002)
17031828602,POINT (-87.64472837908134 41.547803400623806)
17031828701,POINT (-87.62526537186699 41.54313940627169)
17031828702,POINT (-87.59905804446068 41.53783972135094)
17031822900,POINT (-87.79476972346616 41.727693737429874)
17031540102,POINT (-87.60544919512073 41.66733081966333)
17031031300,POINT (-87.64678540520586 41.97290971503423)
17031031900,POINT (-87.6701840556326 41.96337400998981)
17031813500,POINT (-87.77576971236441 41.85816089701216)
17031813600,POINT (-87.7648563535118 41.85405633661971)
17031822102,POINT (-87.73150132448514 41.721552084374814)
17031822200,POINT (-87.75909502115103 41.727213088229526)
17031822301,POINT (-87.77126067689058 41.72985425524603)
17031822302,POINT (-87.77407535305832 41.717162476930035)
17031822500,POINT (-87.75828304905086 41.717873925550435)
17031828900,POINT (-87.6349516907073 41.51616310078021)
17031828802,POINT (-87.64274368564007 41.53217141097296)
17031813900,POINT (-87.76849095497407 41.84650104458086)
17031822601,POINT (-87.75381362023927 41.70896315220803)
17031822701,POINT (-87.73032689516351 41.712376043723275)
17031822702,POINT (-87.73057973383547 41.70569055189155)
17031822801,POINT (-87.7382048989008 41.695400296102605)
17031823002,POINT (-87.76948624782662 41.69607391321242)
17031814000,POINT (-87.77541922311721 41.845373894877156)
17031814100,POINT (-87.76304269210196 41.84228041373613)
17031814200,POINT (-87.74561551907412 41.835649869657914)
17031814300,POINT (-87.75825012330118 41.83420035273942)
17031814400,POINT (-87.76354759877124 41.827686128068116)
17031823101,POINT (-87.7928455947934 41.690850266892134)
17031823302,POINT (-87.72311495070339 41.66164171989434)
17031823303,POINT (-87.7279111041688 41.67774494665395)
17031823500,POINT (-87.68317908527219 41.66560382917141)
17031814500,POINT (-87.77454684305683 41.830207721129156)
17031814600,POINT (-87.78506649238705 41.86165083041419)
17031814800,POINT (-87.79833827909957 41.84944078364656)
17031814900,POINT (-87.78979337993167 41.853377681732226)
17031815000,POINT (-87.78119650351124 41.8544285)
17031815100,POINT (-87.78558110354507 41.847510248286945)
17031823602,POINT (-87.75886560104647 41.65374878331929)
17031823604,POINT (-87.7884288128822 41.65785603262035)
17031823605,POINT (-87.7752960961814 41.66726757717511)
17031823702,POINT (-87.8320931326229 41.71099815647717)
17031160501,POINT (-87.71297316635743 41.95920982697616)
17031815200,POINT (-87.78404917781631 41.83830656351392)
17031815300,POINT (-87.79535260246516 41.83937643538006)
17031815400,POINT (-87.79619105095244 41.83137044188369)
17031815500,POINT (-87.78776768699477 41.82514698473754)
17031823704,POINT (-87.83916984459908 41.726656527511)
17031823705,POINT (-87.82619258431366 41.72446766334769)
17031381800,POINT (-87.62119775847623 41.803848123278534)
17031381900,POINT (-87.61388848267538 41.8039556822185)
17031390100,POINT (-87.59063027755114 41.81384337993228)
17031390200,POINT (-87.59947654264927 41.81304104175587)
17031390300,POINT (-87.60420890209085 41.81320062397507)
17031390400,POINT (-87.6040581906156 41.80592440368287)
17031390500,POINT (-87.59919872850608 41.80597817215251)
17031390600,POINT (-87.5943504120754 41.80601813046559)
17031390700,POINT (-87.5825384550627 41.80638357606706)
17031804711,POINT (-88.13895576541967 42.03472765823328)
17031804806,POINT (-88.13637741792208 42.00868815669704)
17031804808,POINT (-88.10002501698939 42.022015168205066)
17031804809,POINT (-88.10126217220147 42.011078635739864)
17031812400,POINT (-87.79111580485011 41.89577402137482)
17031812500,POINT (-87.78069912869508 41.89137834415894)
17031440600,POINT (-87.61913727996925 41.73267179583609)
17031440900,POINT (-87.60900580155466 41.72866905982219)
17031440700,POINT (-87.60962935720156 41.73475140873609)
17031440800,POINT (-87.60332792910984 41.731711569195944)
17031819300,POINT (-87.85011979119999 41.81744717537789)
17031819400,POINT (-87.84987384520177 41.810029179693494)
17031819500,POINT (-87.86725742458499 41.81430232829024)
17031630300,POINT (-87.70863783786334 41.798862082303856)
17031630500,POINT (-87.689017060077 41.79742788611879)
17031630800,POINT (-87.69857245023765 41.78996523820065)
17031630900,POINT (-87.70836549523904 41.789811464265114)
17031640100,POINT (-87.73986077819387 41.78191965414442)
17031640300,POINT (-87.77163526466724 41.781532055458754)
17031819600,POINT (-87.86841770642289 41.80512345827788)
17031827000,POINT (-87.64511019542108 41.626339519788864)
17031827100,POINT (-87.64636022291215 41.61806227774622)
17031827200,POINT (-87.62682013733776 41.6118079153009)
17031827300,POINT (-87.6462204364837 41.609030556898006)
17031750100,POINT (-87.65202827215977 41.69583445692177)
17031750200,POINT (-87.67142471407361 41.695664583984886)
17031750300,POINT (-87.6861725613578 41.695391114950404)
17031750400,POINT (-87.68507118110557 41.68565685847078)
17031750500,POINT (-87.67123345652128 41.68461551629522)
17031804901,POINT (-87.93222035539372 42.05941719368917)
17031804902,POINT (-87.93096737056142 42.04461495714147)
17031805001,POINT (-87.9512517487401 42.056437983822036)
17031805002,POINT (-87.95076926711367 42.04235387620721)
17031819801,POINT (-87.89740391576478 41.81219230556176)
17031819802,POINT (-87.89490533950747 41.79720188606728)
17031819900,POINT (-87.90715786658184 41.804181046740524)
17031820000,POINT (-87.91395052752524 41.801411523701056)
17031827400,POINT (-87.6659521936035 41.605374327878856)
17031827600,POINT (-87.66414100353795 41.59204564188609)
17031282700,POINT (-87.68868122492769 41.871366868861806)
17031282800,POINT (-87.68491363569868 41.870268395305516)
17031400300,POINT (-87.6131830257534 41.79310422490885)
17031400500,POINT (-87.62317914622955 41.79104146933947)
17031400800,POINT (-87.62055800627418 41.782863300673334)
17031410100,POINT (-87.5793432974531 41.80150187741049)
17031410500,POINT (-87.60374228499694 41.797830877089815)
17031410600,POINT (-87.59894215267491 41.79796875621742)
17031460100,POINT (-87.53572874177263 41.746146989963336)
17031805105,POINT (-88.01515924960027 42.05967732337467)
17031827700,POINT (-87.66575556544393 41.58242741911264)
17031827802,POINT (-87.59042630865726 41.60070452558912)
17031827804,POINT (-87.59508717981538 41.59008911859)
17031450300,POINT (-87.57908940384544 41.74194387568329)
17031460200,POINT (-87.54701006752622 41.74138721191276)
17031805106,POINT (-87.99829529551151 42.06081823316054)
17031805107,POINT (-87.97970033442968 42.042560800376734)
17031805108,POINT (-87.96752662295161 42.044091844818304)
17031640400,POINT (-87.79124739686101 41.78117830136127)
17031640500,POINT (-87.79098786029078 41.77568235531827)
17031640600,POINT (-87.77142981876794 41.776036108935656)
17031640700,POINT (-87.75193560550355 41.77641093526372)
17031640800,POINT (-87.73974224575205 41.77482419504215)
17031650100,POINT (-87.71785492533068 41.78237660898072)
17031650200,POINT (-87.73022519147763 41.782222120717286)
17031811401,POINT (-87.87070541849033 41.93357610259338)
17031811301,POINT (-87.88329464010121 41.91599477077465)
17031750600,POINT (-87.65204932766167 41.68863114142259)
17031812600,POINT (-87.77966606616499 41.883548763275655)
17031803008,POINT (-87.9704674099918 42.11811335419131)
17031805110,POINT (-87.97446667519075 42.06282330810441)
17031805111,POINT (-87.94372795648084 42.031282189237345)
17031805112,POINT (-87.9322770527376 42.02267983348464)
17031805201,POINT (-87.83074471312246 42.06086242355173)
17031820300,POINT (-87.80703279039449 41.791981813924174)
17031820400,POINT (-87.8126326124331 41.782107700603845)
17031820902,POINT (-87.75301792984584 41.75399066395845)
17031821001,POINT (-87.79136103292375 41.742172095997155)
17031827805,POINT (-87.60107362865823 41.583940355327286)
17031828000,POINT (-87.54176115418674 41.57323031533828)
17031828100,POINT (-87.53562973839328 41.5634411634113)
17031828202,POINT (-87.56585303549429 41.5610693102026)
17031283100,POINT (-87.6640920122828 41.869274106116784)
17031283800,POINT (-87.65375472002759 41.863416894755964)
17031410700,POINT (-87.594199555527 41.798049342890906)
17031410800,POINT (-87.58962479136791 41.79796146757349)
17031829000,POINT (-87.62349499407908 41.51032641458053)
17031410900,POINT (-87.57666156627421 41.797875354375606)
17031411000,POINT (-87.57687263209937 41.790715482074354)
17031411100,POINT (-87.58970081603708 41.790455289066664)
17031411200,POINT (-87.59401711940222 41.79056192890675)
17031460400,POINT (-87.56369222540243 41.74449055811051)
17031460500,POINT (-87.57260433920587 41.7468819487111)
17031461000,POINT (-87.54648548712936 41.72742489097303)
17031829200,POINT (-87.6483161578688 41.50925741168377)
17031829301,POINT (-87.66377825151979 41.518378425790424)
17031829302,POINT (-87.66627870848694 41.50494335374242)
17031829401,POINT (-87.65976126979756 41.496945411095254)
17031805202,POINT (-87.81474172247653 42.059652738487344)
17031805301,POINT (-87.81965230152073 42.04497401757264)
17031805302,POINT (-87.81344251873185 42.04976500083004)
17031805401,POINT (-87.8259769026255 42.03307681322183)
17031770400,POINT (-87.97459221136819 42.023959401323985)
17031800100,POINT (-87.74881957673615 42.13815177275251)
17031800300,POINT (-87.75517840396701 42.11308235425897)
17031812900,POINT (-87.79531218161316 41.87632251856493)
17031813000,POINT (-87.7806602451138 41.87636210011675)
17031813100,POINT (-87.78161876028882 41.86900969121109)
17031800500,POINT (-87.74074849898308 42.10023164786271)
17031821101,POINT (-87.76218521829918 41.738282834119495)
17031821102,POINT (-87.74925136121239 41.74292195519514)
17031821300,POINT (-87.66845379593212 41.654255457401476)
17031821002,POINT (-87.77642875748408 41.741527302874424)
17031828401,POINT (-87.66519579884039 41.56798616015206)
17031828402,POINT (-87.64590541597154 41.5682779677407)
